"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0823433","-0.113982","0.0236031","1.31322"
"0","0.0","0.00550736","-0.0116603","0.00815526","1.65821"
"2","0.0","-0.00823759","-0.0203199","0.0175526","1.78388"
"2","0.0","-0.00767681","-0.0130597","-0.00222977","1.89407"
"2","0.0","-0.0103029","-0.0169789","-0.000718701","1.97524"
"2","0.0","-0.00830689","-0.0187914","5.38805e-05","2.00702"
"2","0.0","-0.00698528","-0.0197517","0.00370055","2.0216"
"1","0.0","-0.000668082","0.00439378","0.00228243","2.09895"
"2","0.0","0.00760001","0.00509789","0.00894366","2.14469"
"1","0.0","0.00903614","0.00391903","0.0158995","2.16314"
"0","0.0","0.0156162","-0.0117904","0.0162282","2.17455"
"2","0.0","0.00795501","0.0100131","0.0128638","2.19104"
"2","0.0","0.00469411","0.0104193","0.0150005","2.20086"
"1","0.0","0.00649084","0.0115048","0.011933","2.20842"
"0","0.0","0.0261169","-0.0099985","0.0243469","2.20431"
"0","0.0","0.0204405","0.0108867","0.0114931","2.2188"
"2","0.0","-0.00353062","-2.67953e-05","0.0189559","2.20359"
"2","0.0","-0.0068021","-0.00811377","0.0236172","2.19559"
"2","0.0","-0.00955423","-0.0203695","0.0504485","2.18366"
"1","0.0","-0.133639","-0.0387867","0.270453","2.02519"
"0","1.0","0.100902","-0.0464264","-0.0329957","2.16662"
"2","0.0","0.0480111","-0.0411737","0.0571307","1.29042"
"2","0.0","0.0318219","-0.0198723","0.0298555","1.27571"
"0","0.0","0.0294402","-0.00434822","-0.00817276","1.28332"
"0","0.0","0.0324841","-0.00282735","-0.00808952","1.30925"
"0","0.0","0.0234061","-0.0079369","0.0058667","1.34804"
"0","0.0","0.0276153","-0.0227113","0.00852183","1.35496"
"0","0.0","0.0280545","-0.0227058","-0.016217","1.36523"
"0","0.0","0.0181392","-0.0306668","-0.00906184","1.39566"
"0","0.0","0.0229398","-0.0417945","-0.0155771","1.44876"
"0","0.0","0.0266736","-0.0578986","-0.0181646","1.51739"
"0","0.0","0.0115332","-0.0447626","-0.0147448","1.57108"
"0","0.0","0.0166214","-0.0556676","-0.0192513","1.61449"
"0","0.0","0.0143651","-0.0610086","-0.00905918","1.69652"
"2","0.0","0.015226","-0.0620327","-0.0155233","1.75546"
"0","0.0","0.0180255","-0.0658463","-0.019961","1.78595"
"0","0.0","0.0225764","-0.0612124","-0.0411643","1.76989"
"0","0.0","0.0275792","-0.0745519","-0.0274458","1.80488"
"0","0.0","0.034213","-0.0701694","-0.0429639","1.80339"
"2","0.0","0.0386345","-0.0769481","-0.0279129","1.84488"
"0","0.0","0.0353525","-0.0652336","-0.0323342","1.86138"
"2","0.0","0.0337933","-0.0732119","-0.0244165","1.89722"
"0","0.0","0.038895","-0.0708449","-0.0302659","1.8999"
"0","0.0","0.029114","-0.0718498","-0.028968","1.93399"
"0","0.0","0.0276747","-0.0557966","-0.039347","1.86171"
"0","0.0","0.0622836","-0.100224","-0.028987","1.85348"
"0","0.0","0.0782037","-0.0908626","-0.0402538","1.83587"
"0","0.0","0.0861504","-0.0765582","-0.0420606","1.82722"
"0","0.0","0.0929982","-0.123145","0.00532715","2.03157"
"0","0.0","0.0817501","-0.0638149","-0.0105084","2.10386"
"1","0.0","0.0803934","-0.0574234","0.00137231","2.16512"
"0","0.0","0.0797424","-0.062058","0.0224772","2.08976"
"0","0.0","0.0784274","-0.0409637","0.00999332","2.16514"
"0","0.0","0.0799488","-0.0414108","0.011049","2.23772"
"0","0.0","0.0983553","-0.0502635","-0.0196222","2.26765"
"0","0.0","0.0954925","-0.0608619","0.015463","2.31372"
"0","0.0","0.0877392","-0.0444397","0.00881276","2.35422"
"0","0.0","0.0629727","-0.0289743","0.0333951","2.44302"
"0","0.0","0.0368985","-8.13654e-05","0.020657","2.48302"
"1","0.0","0.0152762","0.00536203","0.00412921","2.51386"
"0","0.0","0.0594672","-0.0569773","0.0159392","2.45708"
"0","0.0","0.0370182","-0.0334629","0.00421329","2.50321"
"2","0.0","0.0099714","-0.000754165","0.00390035","2.54253"
"0","0.0","0.00904114","0.00114324","-0.00514684","2.56803"
"1","0.0","-0.00651216","0.0146182","0.00588485","2.59035"
"1","0.0","3.67784e-05","0.0124566","-0.01277","2.62159"
"0","1.0","0.0198784","-0.023372","-0.00377092","2.59961"
"2","0.0","0.0529467","-0.0818409","0.0634806","1.67415"
"0","0.0","0.0478128","-0.0596191","0.0400976","1.68762"
"0","0.0","0.0374973","-0.0105884","-0.00495107","1.71457"
"0","0.0","0.031192","-0.0196563","0.00719303","1.75722"
"0","0.0","0.0401155","-0.0218849","0.00452084","1.78335"
"1","0.0","0.0608499","-0.0450429","0.00958828","1.79695"
"0","0.0","0.0376808","-0.0125349","-0.00122654","1.74816"
"0","0.0","0.0338265","-0.0302903","0.00991874","1.80344"
"1","0.0","0.0354567","-0.0274077","-0.0103492","1.83992"
"0","0.0","0.0195779","-0.0148473","-0.0108364","1.80627"
"0","0.0","0.0434988","-0.0391812","-0.0139919","1.82328"
"0","0.0","0.0335539","-0.0277123","-0.00824662","1.84558"
"0","0.0","0.0500823","-0.0469335","0.00150012","1.87972"
"0","0.0","0.0553983","-0.0355182","-0.00872216","1.88246"
"0","0.0","0.0622793","-0.0457328","0.00270168","1.89741"
"0","0.0","0.0588695","-0.0652601","0.023579","1.91142"
"0","0.0","0.0361991","-0.0173698","-0.0122735","1.95151"
"0","0.0","0.0274278","-0.0263195","-0.00840085","1.9852"
"0","0.0","0.035837","-0.033493","-0.00582973","1.99537"
"0","0.0","0.0596036","-0.0505157","0.00382032","2.00192"
"0","0.0","0.0770342","-0.0619236","0.00334216","2.03599"
"0","0.0","0.0744582","-0.0578062","0.0124828","2.07652"
"0","0.0","0.0528823","-0.00514354","-0.00615802","2.10902"
"0","0.0","0.0182352","-0.0108509","0.0120819","2.16804"
"0","0.0","0.0083669","0.00154362","0.00272303","2.1928"
"1","0.0","-0.027489","0.0517701","0.00856571","2.13382"
"1","0.0","-0.0124187","0.0239317","-0.00646883","2.2127"
"2","0.0","0.0121312","-0.0175365","-0.00144366","2.21993"
"0","0.0","0.0541274","-0.0760679","0.0165342","2.19005"
"2","0.0","0.0329097","-0.0654337","0.0417757","2.24449"
"2","0.0","0.0307968","-0.0632741","0.0413019","2.25458"
"2","1.0","0.0290751","-0.0643937","0.0432903","2.25879"
