"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0717255","-0.0927059","0.000992741","1.31603"
"0","0.0","0.00114711","-0.00742365","-0.00159432","1.648"
"2","0.0","-0.00695403","-0.0170914","0.00210363","1.78769"
"0","0.0","-0.00462304","-0.00903261","-0.0145946","1.9065"
"2","0.0","-0.0125543","-0.00957319","-0.00349262","1.98194"
"1","0.0","-0.0109997","-0.00682952","-0.00268682","2.00642"
"2","0.0","-0.0101804","-0.00390301","-0.000350074","2.01673"
"0","0.0","0.00691687","-0.00138646","0.00245705","2.05142"
"0","0.0","0.0141478","0.00273163","0.0136795","2.07768"
"0","0.0","0.0124784","0.00987189","0.00637966","2.09438"
"1","0.0","-0.0126217","0.0192102","0.0190615","2.1121"
"0","0.0","0.0103996","0.00822658","0.0012711","2.14318"
"2","0.0","0.00217318","0.0129973","0.0205877","2.16529"
"2","0.0","-0.00120626","0.01537","0.0194976","2.20091"
"1","0.0","-0.0170257","0.0421766","0.027869","2.21487"
"1","0.0","-0.0193038","0.0431555","0.0238457","2.25668"
"2","0.0","-0.0422788","0.0365558","0.0309353","2.31429"
"1","0.0","-0.054195","0.0547684","0.0184471","2.36691"
"1","0.0","-0.0235674","0.0122339","0.00374372","2.41041"
"0","0.0","0.0855077","-0.0785314","-0.0326422","2.35113"
"2","1.0","-0.0886083","-0.0681192","0.233722","2.26807"
"0","0.0","0.0601866","-0.0355329","-0.00381069","1.56431"
"0","0.0","0.0537366","-0.0307734","-0.019717","1.61743"
"0","0.0","0.0715016","-0.0643497","-0.0232647","1.66501"
"0","0.0","0.0444545","-0.0756233","-0.00357086","1.75021"
"0","0.0","0.0205623","-0.0619704","-0.016447","1.81459"
"0","0.0","0.0489193","-0.075428","-0.0404406","1.84032"
"0","0.0","0.0590903","-0.10178","-0.0259861","1.89311"
"0","0.0","0.0404769","-0.0714893","-0.0249594","1.90513"
"0","0.0","0.0276843","-0.0587104","-0.0191715","1.96907"
"0","0.0","0.019051","-0.0495312","-0.0286786","2.00422"
"0","0.0","0.00499311","-0.0319539","-0.024997","2.0556"
"0","0.0","0.00550621","-0.0425713","-0.0169876","2.09813"
"0","0.0","0.0192862","-0.0435126","-0.0180283","2.12201"
"0","0.0","-0.00172958","-0.0318527","-0.00691196","2.18098"
"0","0.0","-0.00302092","-0.0373746","-0.017319","2.20795"
"0","0.0","0.0415059","-0.0492673","-0.0464885","2.20348"
"1","0.0","0.0399655","-0.0660429","-0.000294953","2.2283"
"0","0.0","0.0267795","-0.0129028","-0.0462521","2.15647"
"1","0.0","0.0465832","-0.0595512","0.00423661","2.20059"
"0","0.0","0.0353433","-0.0107787","-0.0368238","2.12352"
"0","0.0","0.0561367","-0.0652766","0.0195062","2.1705"
"0","0.0","0.0596216","-0.0468767","-0.0083876","2.2007"
"0","0.0","0.0515528","-0.0473756","0.0159591","2.26507"
"0","0.0","0.0580708","-0.0310931","0.0124994","2.30082"
"0","0.0","0.0771558","-0.0311078","0.00871815","2.33081"
"0","0.0","0.0934285","-0.0365526","0.0083819","2.36003"
"0","0.0","0.101748","-0.0496881","0.010835","2.4"
"0","0.0","0.103383","-0.0507251","0.0261037","2.46141"
"0","0.0","0.0722798","-0.028083","0.0332861","2.52432"
"0","0.0","0.0461619","-0.0121632","0.0126065","2.55836"
"2","0.0","0.000639754","-0.000791486","0.0344101","2.60494"
"2","0.0","-0.000448063","0.00232065","0.0151215","2.64606"
"1","0.0","0.00847939","-0.00798888","0.0061083","2.67579"
"0","0.0","0.013646","-0.0101787","0.0079077","2.71608"
"0","1.0","0.0104302","-0.020143","0.0181329","2.72074"
"0","0.0","0.0285056","-0.0230803","0.0252974","1.75222"
"0","0.0","0.0399093","-0.0222316","0.0149072","1.78114"
"0","0.0","0.0405646","-0.0175093","0.00679473","1.80066"
"0","0.0","0.0389819","-0.0201575","0.0078729","1.86668"
"0","0.0","0.0370391","-0.0111759","0.00477935","1.8852"
"0","0.0","0.0360872","-0.00250177","-0.00524441","1.88943"
"0","0.0","0.0321445","-0.00708862","-0.00499405","1.89334"
"2","0.0","0.0398809","-0.0261083","0.00756567","1.89289"
"0","0.0","0.04163","-0.0188525","0.00238594","1.90071"
"0","0.0","0.0322944","-0.00840166","-0.000583903","1.93238"
"0","0.0","0.0350668","-0.00369946","-0.00542431","1.93429"
"0","0.0","0.026616","-0.00140882","-0.00141242","1.939"
"0","0.0","0.0410823","-0.00459065","-0.0157867","1.93719"
"0","0.0","0.0368333","-0.0139092","-0.0078372","1.92162"
"0","0.0","0.0173534","-0.0045189","-0.00657002","1.96933"
"0","0.0","0.028305","-0.00699225","-0.0125819","1.99563"
"0","0.0","0.0398555","-0.0251557","-0.00233036","2.01037"
"0","0.0","0.0608396","-0.0345088","-0.0012445","2.05486"
"0","0.0","0.0911065","-0.0674541","-0.00563036","2.04812"
"0","0.0","0.0846023","-0.0746086","0.0119714","2.09797"
"0","0.0","0.0803194","-0.0382028","0.016005","2.16164"
"0","0.0","0.0463617","-0.0436368","0.0270111","2.2425"
"2","0.0","-0.0209175","0.00806497","0.0781877","2.25134"
"2","0.0","-0.02472","-0.00405908","0.0839928","2.26527"
"0","0.0","-0.0239517","-0.0125478","0.0985805","2.29202"
"1","0.0","-0.0531688","0.0739166","0.0569007","2.2515"
"2","1.0","-0.0639264","-0.00112652","0.128872","2.26969"
"1","0.0","0.00490827","0.0735671","0.0271016","1.39303"
"1","0.0","-0.00176871","0.0442905","0.0447644","1.45184"
"1","0.0","0.0282848","0.0381242","0.00623009","1.4866"
"1","0.0","0.0137059","0.034042","0.0256338","1.52388"
"1","0.0","0.0272129","0.0317217","0.00810012","1.53865"
"1","0.0","0.0225019","0.0329392","0.0116167","1.52521"
"0","0.0","0.0291943","0.00755664","0.00984701","1.55354"
"0","0.0","0.0240706","0.0225985","0.00793554","1.56407"
"1","0.0","0.0257458","0.03513","-0.000214778","1.5259"
"1","0.0","0.0225493","0.0224702","0.0147344","1.57542"
"0","0.0","0.0320598","0.0203166","0.003025","1.57034"
"0","0.0","0.0340371","0.016826","0.00830434","1.58707"
"1","0.0","0.0305769","0.0340885","0.004606","1.53588"
"1","0.0","0.0295324","0.0246611","0.00917207","1.56847"
"0","0.0","0.0341556","0.0175796","0.0074809","1.57164"
"0","0.0","0.0312282","0.023756","0.00746424","1.57755"
