"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0605646","-0.0960667","-0.00182149","1.347"
"2","0.0","-0.0145411","-0.0137164","0.000556473","1.69128"
"2","0.0","-0.0204486","-0.018378","-0.00131564","1.86071"
"0","0.0","-0.0166299","-0.0158626","-0.0125611","1.9988"
"2","0.0","-0.0209932","-0.0163558","-0.00421361","2.08315"
"2","0.0","-0.0206343","-0.0163891","0.00180236","2.1203"
"1","0.0","-0.0192347","-0.0147766","0.00617925","2.13548"
"0","0.0","0.0155875","-0.00466199","0.00663094","2.21187"
"2","0.0","0.013831","0.00248882","0.0267143","2.25624"
"0","0.0","0.0228276","0.00157997","0.0245161","2.30001"
"0","0.0","0.0322068","0.00146973","0.0124914","2.34286"
"2","0.0","0.010283","0.00498949","0.0271727","2.3932"
"2","0.0","0.010453","0.0071804","0.0287288","2.43917"
"2","0.0","0.00882321","0.00766062","0.0303062","2.48681"
"2","0.0","-0.0136534","0.0272642","0.0437572","2.52462"
"1","0.0","-0.0104851","0.0541835","0.0233753","2.53529"
"1","0.0","-0.0525438","0.104783","-0.00254396","2.54714"
"2","0.0","-0.111886","0.0539495","0.0884861","2.59343"
"2","0.0","-0.108363","0.0604425","0.0844759","2.63719"
"1","0.0","-0.247571","0.414701","-0.0670319","2.37676"
"2","0.0","-0.19712","-0.0408146","0.282705","2.56859"
"2","1.0","-0.132076","-0.0948483","0.281058","2.609"
"0","0.0","0.0478074","-0.0397974","0.0053743","1.87386"
"0","0.0","0.0373201","-0.0293373","-0.00153761","1.89125"
"0","0.0","0.0244865","-0.0349423","0.00205765","1.92976"
"0","0.0","0.0156997","-0.0676107","0.0162017","1.95287"
"0","0.0","0.00209605","-0.0470392","-0.0130546","1.99131"
"0","0.0","0.00874058","-0.0529307","-0.0219235","2.01026"
"0","0.0","0.0130004","-0.0697414","-0.017735","2.02897"
"0","0.0","0.00999178","-0.0691688","-0.00756522","2.06257"
"0","0.0","0.000747745","-0.0392032","-0.0185452","2.0986"
"0","0.0","0.000363482","-0.0497876","-0.019738","2.13182"
"0","0.0","0.00142484","-0.0428648","-0.0206427","2.17929"
"0","0.0","0.00379924","-0.0493173","-0.0129371","2.21334"
"0","0.0","0.0108546","-0.0468453","-0.00818978","2.24064"
"0","0.0","0.0202238","-0.0375336","-0.0252488","2.26854"
"0","0.0","0.00667672","-0.0487942","-0.0116896","2.31459"
"0","0.0","0.0223263","-0.0453702","-0.0233821","2.34636"
"0","0.0","0.0305737","-0.051608","-0.0102568","2.34496"
"0","0.0","0.0423475","-0.0573155","-0.0171561","2.37355"
"0","0.0","0.0464663","-0.0381499","-0.0177895","2.40397"
"0","0.0","0.0606142","-0.0440211","3.27726e-05","2.41134"
"0","0.0","0.0855965","-0.0593175","0.0114304","2.43224"
"2","0.0","0.0860981","-0.051301","0.0133955","2.46351"
"0","0.0","0.0785655","-0.0383497","0.0242304","2.43096"
"0","0.0","0.0821212","-0.033298","0.0198462","2.40899"
"0","0.0","0.0827128","-0.0302615","0.018667","2.44335"
"0","0.0","0.0768039","-0.0277297","0.0281948","2.41408"
"0","0.0","0.0735","-0.00548573","0.04757","2.37309"
"0","0.0","0.0589146","0.0137817","0.0587849","2.42286"
"1","0.0","0.0367071","0.0489992","0.0318619","2.42939"
"2","0.0","0.0464734","0.0135816","0.0551793","2.44766"
"0","0.0","0.056675","0.0119787","0.049236","2.49487"
"0","0.0","0.059285","0.0231131","0.0401493","2.50022"
"0","0.0","0.0580452","0.00613643","0.0309634","2.51959"
"0","0.0","0.0337557","0.0069406","0.0292375","2.55289"
"0","0.0","0.0183429","0.00344053","0.0189756","2.60547"
"0","0.0","0.0195112","-0.00135415","0.0167305","2.62373"
"1","0.0","0.0209707","0.0273465","0.00159219","2.62098"
"0","0.0","0.0248099","-0.00289517","0.0208667","2.62363"
"0","0.0","0.0294953","0.007284","-0.00109892","2.64589"
"1","0.0","-0.00255238","0.0385336","0.0142812","2.57977"
"1","0.0","0.0169524","0.0143694","-0.000756869","2.62932"
"0","0.0","0.0247711","-0.00260806","-0.00445901","2.63553"
"0","0.0","0.0315487","-0.0117734","-0.00410812","2.6785"
"1","0.0","0.000298028","0.0135917","0.010542","2.69167"
"0","0.0","0.0206401","0.000928513","-0.00445942","2.67959"
"0","0.0","0.0136913","-0.0044057","0.0121627","2.69782"
"1","0.0","-0.0410038","0.0732399","0.0310779","2.65944"
"1","0.0","0.011792","0.0120784","0.000795657","2.69558"
"0","0.0","0.0467864","0.00221854","-0.0192812","2.64908"
"0","0.0","0.0275443","-0.014959","0.0160152","2.6885"
"1","0.0","-0.0306805","0.0618807","0.0296334","2.63273"
"2","0.0","0.010675","0.000578682","0.0185217","2.67329"
"0","0.0","0.0247184","-0.00319308","0.00831481","2.68574"
"2","0.0","-0.0368888","0.0394758","0.042733","2.68594"
"1","0.0","-0.0363359","0.0463476","0.0262512","2.68415"
"1","1.0","0.0098487","0.0158849","-0.0155682","2.72242"
"1","0.0","0.0248004","0.0343185","0.0121469","1.76648"
"1","0.0","0.0196674","0.0302381","0.0144391","1.74495"
"0","0.0","0.0219972","0.00500593","0.0120042","1.74695"
"0","0.0","0.0280621","0.0100236","0.000766367","1.74693"
"0","0.0","0.0267019","-0.00786878","0.00605431","1.78991"
"0","0.0","0.0375932","-0.020086","0.0108911","1.82346"
"0","0.0","0.0301902","-0.0110144","0.00707907","1.86422"
"2","0.0","0.0104518","-0.00127079","0.0122318","1.90799"
"0","0.0","0.00981905","-0.00161796","0.00396226","1.92046"
"0","0.0","0.0234619","-0.00345494","-0.0170988","1.90705"
"0","0.0","0.017415","-0.0137855","0.00588859","1.92962"
"0","0.0","0.0283352","-0.0177768","0.000724057","1.95148"
"0","0.0","0.0273626","-0.0190768","0.00704955","1.95322"
"0","0.0","0.028616","-0.0181762","0.00853601","1.99004"
"0","0.0","0.0491426","-0.0185108","-0.0202984","1.99092"
"0","0.0","0.0589336","-0.0571774","-0.00692123","2.02978"
"0","0.0","0.0355394","-0.0504826","0.00388457","2.08427"
"0","0.0","0.0354162","-0.035527","-0.0177298","2.10594"
"0","0.0","0.0527382","-0.058939","-0.0103534","2.12017"
"0","0.0","0.0692327","-0.0561578","-0.0105309","2.14724"
"0","0.0","0.0742851","-0.0672686","-0.000936687","2.15838"
