"ACTION","REWARD","A0","A1","A2","V"
"2","0.0","0.0106706","-0.109385","0.0228896","1.58302"
"2","0.0","-0.0352176","-0.0348683","4.47209e-06","1.9198"
"2","0.0","-0.0439792","-0.0295","-0.00554377","2.15299"
"1","0.0","-0.0440603","-0.0271168","-0.0182331","2.33188"
"2","0.0","-0.0473116","-0.0264902","-0.0205742","2.43457"
"2","0.0","-0.0515298","-0.0261742","-0.0138078","2.50289"
"2","0.0","-0.0525612","-0.0241048","-0.00666236","2.52964"
"2","0.0","-0.0174458","-0.000420485","-0.00321392","2.6235"
"2","0.0","-0.0108456","0.0044589","0.00841343","2.64226"
"1","0.0","-0.000937333","-0.00172361","0.0157518","2.67098"
"2","0.0","0.00857451","0.00118768","0.0102897","2.68953"
"2","0.0","0.0107766","0.00536901","0.00984778","2.71685"
"2","0.0","0.0173532","0.00370457","0.0118581","2.74062"
"2","0.0","0.0139019","0.0103132","0.0097066","2.77451"
"2","0.0","0.0193364","-0.00585625","0.02154","2.80677"
"2","0.0","0.0222","-0.0101504","0.0329722","2.84362"
"2","0.0","0.0409851","-0.103956","0.0339005","2.84381"
"0","0.0","0.0967175","-0.160026","0.0295771","2.89137"
"2","0.0","0.0172875","-0.0731046","0.0872243","2.91693"
"2","1.0","-0.280241","-0.0640243","0.440515","2.62475"
"0","0.0","0.0530232","-0.0581788","-0.00619904","2.05868"
"2","0.0","0.024913","-0.0215262","-0.0124406","2.10183"
"0","0.0","0.0278866","-0.0464463","0.00305955","2.08479"
"2","0.0","0.0111075","-0.0503901","0.0039865","2.12965"
"0","0.0","0.00142259","-0.0422005","-0.0126669","2.14974"
"0","0.0","0.00576919","-0.0455013","-0.0233061","2.16278"
"1","0.0","0.00332323","-0.0428211","-0.0282716","2.1577"
"0","0.0","0.01095","-0.0631181","-0.0191976","2.14877"
"0","0.0","0.0127235","-0.058493","-0.0209291","2.15567"
"0","0.0","0.00836166","-0.056555","-0.0134993","2.18519"
"0","0.0","0.00758146","-0.0521027","-0.00860476","2.21593"
"0","0.0","0.00499523","-0.0329977","-0.0114655","2.24341"
"0","0.0","0.0103213","-0.0255798","-0.0155728","2.26671"
"0","0.0","0.00782001","-0.0351249","-0.0125017","2.28871"
"0","0.0","0.00908017","-0.0339506","-0.00943227","2.30791"
"0","0.0","0.0061248","-0.0275233","-0.00943229","2.31568"
"0","0.0","0.00603149","-0.0214631","-0.0059636","2.33843"
"0","0.0","0.00940001","-0.0244568","-0.0140685","2.34621"
"0","0.0","0.00135566","-0.0373316","-0.0114563","2.37584"
"0","0.0","0.0113366","-0.0334495","-0.0127512","2.40188"
"0","0.0","0.034013","-0.0432563","-0.00845863","2.39359"
"0","0.0","0.0329242","-0.0471214","-0.00718597","2.42051"
"0","0.0","0.0434392","-0.0405212","-0.00784798","2.44461"
"0","0.0","0.0622459","-0.0396572","-0.00123256","2.45516"
"0","0.0","0.0877552","-0.0509664","-0.00545171","2.4549"
"0","0.0","0.0855916","-0.0500538","0.0140166","2.47602"
"0","0.0","0.0871409","-0.051808","0.00795799","2.505"
"0","0.0","0.0783227","-0.0357087","0.0200455","2.52645"
"2","0.0","0.0543188","-0.0329605","0.0427057","2.58096"
"0","0.0","0.0555294","-0.0389468","0.04247","2.5963"
"1","0.0","0.0560783","-0.0365954","0.0303488","2.60478"
"0","0.0","0.0527908","-0.0455664","0.0383194","2.59944"
"0","1.0","0.0609568","-0.047561","0.0305216","2.64047"
"0","0.0","0.064201","0.0240369","-0.00260299","1.73292"
"0","0.0","0.040814","-0.0177985","0.0241917","1.753"
"0","0.0","0.0463995","-0.0129993","-0.00624667","1.80268"
"1","0.0","0.0478078","-0.0206645","-0.000450506","1.87616"
"0","0.0","0.0474301","-0.0288546","0.00610648","1.82801"
"0","0.0","0.0479023","-0.0337212","0.0136408","1.87372"
"0","0.0","0.0362812","-0.0258133","-0.00884746","1.8913"
"0","0.0","0.0520565","-0.0445117","0.000769986","1.93115"
"0","0.0","0.038366","-0.0266427","0.0102063","1.978"
"0","0.0","0.0540431","-0.0324782","-0.000604244","1.98543"
"0","0.0","0.0389089","-0.0229038","0.0161759","2.01965"
"0","0.0","0.0426782","-0.0236927","0.0197502","2.04381"
"0","0.0","0.0532771","-0.014673","0.0029412","2.05493"
"0","0.0","0.0599735","-0.0529742","0.0127077","2.09069"
"0","0.0","0.0435825","-0.0344565","0.00999629","2.13701"
"0","0.0","0.0442673","-0.032828","-0.00174453","2.1598"
"0","0.0","0.0726072","-0.0584863","-0.0175256","2.15777"
"0","0.0","0.0813178","-0.0665548","-0.00200965","2.20254"
"0","0.0","0.0922543","-0.0895768","-0.00164705","2.22392"
"0","0.0","0.0971643","-0.103125","0.00217194","2.27933"
"0","0.0","0.0606402","-0.0429152","0.0242992","2.30526"
"2","0.0","-0.009218","-0.0172232","0.0441093","2.38467"
"2","0.0","0.0136132","-0.0458405","0.0226341","2.42492"
"0","0.0","0.0208294","-0.0520184","0.0131233","2.43069"
"2","0.0","-0.0173142","-0.0355879","0.0752366","2.43955"
