"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0380706","-0.0507426","0.0211184","0.73738"
"2","0.0","0.0138914","-0.0404687","0.0304205","0.875449"
"2","0.0","0.000992464","-0.0191687","0.0109705","0.900887"
"1","0.0","-0.00577988","-0.00402893","-0.00365233","0.925342"
"2","0.0","-0.00933928","-0.00260392","-0.00156352","0.932428"
"1","0.0","-0.0103537","0.00076675","-0.00215424","0.925575"
"1","0.0","-0.0102077","0.00400682","-0.00384202","0.921392"
"2","0.0","-0.0164304","0.00596636","0.00154528","0.91939"
"1","0.0","-0.0141457","0.00737856","-0.00179238","0.926288"
"1","0.0","-0.0113763","0.00844351","-0.0114733","0.90786"
"2","0.0","-0.00447993","-0.0041014","-0.00354831","0.926527"
"2","0.0","-0.00860805","0.000520244","-0.00487177","0.928031"
"1","0.0","-0.0107905","0.00273437","-0.00611231","0.921059"
"2","0.0","0.00149162","-0.0141789","0.00189507","0.923998"
"0","0.0","0.0347184","-0.0282631","-0.00503406","0.942804"
"0","0.0","0.019847","-0.0232749","0.000323827","0.952798"
"1","0.0","-0.00487212","-0.010789","-0.0218241","0.961072"
"0","0.0","0.0481644","-0.105109","0.0248562","0.912137"
"0","0.0","0.00925562","-0.0129295","-0.0341971","0.974342"
"2","0.0","-0.0748762","-0.0269465","0.0996545","1.00004"
"2","0.0","-0.0682897","-0.0349009","0.1066","1.02476"
"2","0.0","-0.0490188","-0.0542954","0.118389","1.02551"
"2","0.0","-0.0372076","-0.0594424","0.125733","1.02151"
"2","1.0","0.00323215","-0.099917","0.138145","0.967133"
"1","0.0","0.117783","-0.0833187","0.00269669","0.28546"
"0","0.0","0.116514","-0.0569886","0.00181059","0.238003"
"0","0.0","0.120434","-0.078703","0.00944518","0.303485"
"0","0.0","0.134692","-0.0885195","0.00112862","0.475907"
"0","0.0","0.14507","-0.119974","0.0119521","0.648832"
"0","0.0","0.154501","-0.128771","0.00957771","0.809908"
"0","0.0","0.127146","-0.105718","0.0172955","0.986458"
"0","0.0","0.107861","-0.0950828","0.0185077","1.03719"
"0","0.0","0.0654293","-0.0560204","0.00994002","1.06133"
"0","0.0","0.0379696","-0.0289698","-0.00421429","1.08777"
"0","0.0","0.0265888","-0.0254337","-0.00332039","1.12209"
"2","0.0","-0.0020246","-0.00615028","-0.00080743","1.1604"
"2","0.0","-0.00901665","-0.00623604","-0.00238423","1.15974"
"1","0.0","-0.00896042","-0.00481643","-0.00964266","1.15187"
"0","0.0","0.00415738","-0.00761308","-0.026115","1.11496"
"0","0.0","-0.000809072","-0.0157068","-0.013199","1.12096"
"0","0.0","-0.00375123","-0.0119071","-0.0205602","1.10625"
"1","0.0","-0.00773488","-0.00641186","-0.0155357","1.13474"
"1","0.0","-0.00985247","-0.0106258","-0.0174491","1.11433"
"2","0.0","-0.00555613","-0.00801997","-0.02258","1.10948"
"0","0.0","-0.00173514","-0.0133601","-0.0178021","1.11956"
"0","0.0","-0.00253526","-0.0185248","-0.0119318","1.12289"
"0","0.0","-0.00507216","-0.0150411","-0.0170598","1.11036"
"1","0.0","-0.00841914","-0.00901026","-0.0120423","1.13591"
"0","0.0","0.0362234","-0.0435206","-0.0197223","1.11463"
"0","0.0","0.0569768","-0.0489107","-0.0141475","1.1144"
"0","0.0","0.0478915","-0.0319657","-0.010966","1.14324"
"2","0.0","0.0250347","-0.0186023","0.0120999","1.19077"
"0","0.0","0.0177476","-0.000990817","-0.000329895","1.19704"
"1","0.0","-0.009603","0.0167769","0.00156759","1.1919"
"1","0.0","0.00383717","0.00375652","-0.016516","1.18886"
"1","0.0","0.00683932","-0.00295771","-0.00905126","1.14559"
"0","0.0","0.0130637","-0.00590022","-0.0175132","1.14108"
"0","0.0","0.00917456","-0.00551103","-0.00459219","1.14654"
"2","0.0","-0.00395583","-0.00117045","0.00194022","1.15139"
"1","0.0","-0.00739201","0.00796332","-0.0086083","1.16115"
"1","0.0","0.00708308","-0.00540931","-0.00810162","1.15168"
"0","0.0","0.0141638","-0.00321599","-0.00704774","1.13726"
"2","0.0","0.0149063","-0.0139431","0.00566781","1.13848"
"2","0.0","0.0162593","-0.0156957","0.00329552","1.13884"
"2","0.0","0.0156698","-0.0167138","0.00150306","1.15452"
"2","0.0","0.0136421","-0.0152587","0.00016602","1.15848"
"2","0.0","0.0123195","-0.0165711","0.00281155","1.16297"
"0","0.0","0.0308553","-0.024976","0.0109993","1.2026"
"2","0.0","0.00107066","0.00726476","0.0116989","1.18936"
"1","0.0","-0.00348858","0.0119254","0.0048557","1.1859"
"0","0.0","0.0267145","-0.0132332","-0.00059202","1.1968"
"2","0.0","0.00344277","0.00578341","0.000491311","1.19063"
"1","0.0","-0.002227","0.0135095","-0.00922741","1.18912"
"0","0.0","0.0110629","-0.00321719","-0.0196886","1.18548"
"0","0.0","-7.14656e-05","-0.00946072","-0.0135679","1.16978"
"1","0.0","-0.00440304","0.00197968","-0.026222","1.17841"
"1","0.0","-0.00953154","-0.0074521","-0.0121293","1.17456"
"2","0.0","0.00107924","-0.00993995","-0.0075837","1.14871"
"2","0.0","0.00784697","-0.0135394","-0.000842432","1.1308"
