"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0282101","-0.106538","0.00766329","1.72198"
"0","0.0","-0.0143483","-0.0365935","-0.0166338","2.05262"
"1","0.0","-0.0379093","-0.0143988","-0.0286301","2.31242"
"1","0.0","-0.0394651","-0.0145632","-0.0382845","2.49486"
"1","0.0","-0.0434224","-0.0222793","-0.0263613","2.59493"
"1","0.0","-0.0427836","-0.023168","-0.0204516","2.64024"
"1","0.0","-0.0400924","-0.0208468","-0.0167372","2.65673"
"1","0.0","-0.0102813","-0.00107968","-0.0107585","2.71806"
"1","0.0","-0.00451002","-0.00522571","-0.0129103","2.75727"
"0","0.0","0.0144776","-0.0187966","0.00390178","2.77712"
"0","0.0","0.00422449","-0.0147914","-0.00170862","2.8165"
"1","0.0","0.00479395","0.00548016","-0.00571783","2.84687"
"1","0.0","0.00119188","-0.0020649","-0.0101733","2.85133"
"0","0.0","0.010971","-0.00883418","-0.00394855","2.88151"
"0","0.0","0.019715","-0.0321861","9.09598e-05","2.89821"
"1","0.0","0.0029192","-0.00212699","0.00655751","2.94671"
"0","0.0","0.0353979","-0.0681564","-0.0133472","2.94499"
"0","0.0","0.0203948","-0.0480249","-0.00172406","2.99134"
"1","0.0","-0.0525249","0.0742893","0.00838486","2.93886"
"2","0.0","-0.173569","-0.0476673","0.255029","2.78247"
"2","0.0","-0.152563","-0.10088","0.269781","2.77321"
"2","0.0","-0.163613","-0.126714","0.302586","2.76237"
"2","0.0","-0.16971","-0.152914","0.327543","2.75491"
"2","1.0","-0.13906","-0.17192","0.309999","2.73343"
"2","0.0","0.0125174","-0.0641644","0.0107316","2.09104"
"0","0.0","-0.000962702","-0.054874","0.00733082","2.12181"
"0","0.0","0.00925627","-0.0486781","-0.00732195","2.13357"
"0","0.0","-0.00301102","-0.0401073","-0.00210293","2.1341"
"0","0.0","-0.00454464","-0.0305294","-0.0174182","2.13699"
"0","0.0","-0.00580186","-0.0238509","-0.0263298","2.14953"
"0","0.0","-0.00287219","-0.0304773","-0.0213619","2.15694"
"2","0.0","-0.00349629","-0.0343361","-0.0169437","2.18725"
"0","0.0","-0.00568384","-0.0297703","-0.0225093","2.18762"
"0","0.0","0.00402116","-0.0269193","-0.0331897","2.17009"
"2","0.0","0.00268421","-0.0234928","-0.0172763","2.21004"
"0","0.0","0.0101608","-0.0224269","-0.0142433","2.20095"
