"ACTION","REWARD","A0","A1","A2","V"
"2","0.0","-0.0420754","-0.0233266","0.0728437","0.686911"
"2","0.0","-0.0212467","-0.00931312","0.0227831","0.862872"
"2","0.0","-0.0191347","-0.00128728","-0.000124255","0.957943"
"1","0.0","-0.0207064","0.00562596","-0.0142506","1.02008"
"1","0.0","-0.0183078","0.000835951","-0.0145326","1.05287"
"1","0.0","-0.0193144","0.00136873","-0.0129544","1.05833"
"1","0.0","-0.0195407","0.00230388","-0.0118283","1.0621"
"1","0.0","-0.0207","0.00245095","-0.0103495","1.06143"
"2","0.0","-0.0149394","-0.0106824","0.00509758","1.06287"
"2","0.0","-0.0138987","-0.00376288","0.00364466","1.0556"
"2","0.0","-0.0102782","-0.00431696","0.00554259","1.05811"
"2","0.0","0.00821118","-0.0215048","0.00113098","1.0475"
"2","0.0","0.00669663","-0.0186512","0.00494899","1.04372"
"2","0.0","0.00686669","-0.0172342","0.00621891","1.03187"
"2","0.0","0.0139432","-0.0216584","0.0154579","1.01578"
"2","0.0","-0.00798168","-0.0173579","0.036212","1.04482"
"0","0.0","0.0492592","-0.0484089","-0.0196862","1.04468"
"2","0.0","-0.0187434","-0.0354457","0.0415916","1.02"
"2","0.0","-0.0257819","-0.0314029","0.048021","1.01912"
"2","1.0","-0.0564294","-0.0697178","0.137654","0.97185"
"1","0.0","0.00792858","0.0318652","-0.0190855","0.074864"
"2","0.0","-0.0167031","0.000628244","0.0515653","0.0695989"
"2","0.0","-0.00938602","0.00950858","0.0307353","0.0896548"
"2","0.0","0.00802382","0.00493754","0.00667298","0.094337"
"2","0.0","0.00597251","0.00787523","-0.000500242","0.0705241"
"2","0.0","0.00202329","0.00718064","0.00152104","0.0552701"
"2","0.0","-0.00705393","0.0115045","0.00210654","0.0487913"
"2","0.0","-0.00258998","-0.00397213","-0.00317595","0.0617191"
"1","0.0","-0.0063897","0.00527467","-0.0169013","0.0278742"
"1","0.0","-0.0105764","0.00596775","-0.0183941","0.0187566"
"0","0.0","-0.00495956","-0.00362887","-0.0156183","0.0116093"
"1","0.0","-0.00196356","-0.00386122","-0.0216351","-0.0018206"
"2","0.0","-0.00719282","-0.00686537","-0.013235","0.00474594"
"0","0.0","-0.00706772","-0.00445449","-0.0178351","0.0113493"
"0","0.0","-0.00217138","-0.00857244","-0.0220303","0.0174353"
"1","0.0","-0.0116249","0.00103431","-0.0109769","-0.00631537"
"0","0.0","0.000284405","0.000725289","-0.0217276","0.0146533"
"2","0.0","-0.00656465","0.00149421","-0.00779865","-0.00420679"
"1","0.0","-0.00450863","0.00667945","-0.011889","-0.00617724"
"0","0.0","0.00610234","0.00180873","-0.0188566","0.0188485"
"2","0.0","-0.0041281","0.00332991","-0.00358301","0.017233"
"1","0.0","-0.00172451","0.00700068","-0.00754807","0.0179887"
"0","0.0","0.0106182","0.00278011","-0.0148648","0.0250366"
"0","0.0","0.00279443","0.00214829","-0.00270861","0.0260309"
"1","0.0","0.00428881","0.00845898","-0.00893031","0.0246795"
"2","0.0","0.00198853","0.00334527","-0.000730871","0.0254528"
"0","0.0","0.00363115","0.00417672","-0.00273995","0.0246778"
"1","0.0","0.00504759","0.00592303","-0.00438385","0.0402286"
"1","0.0","-0.00841465","0.0140597","-0.00254371","0.0383446"
"1","0.0","-0.00842158","0.0117634","-0.0161994","0.019861"
"0","0.0","-0.00329547","-0.00434103","-0.0145755","0.0289014"
"1","0.0","-0.00805154","0.00183518","-0.0196662","0.0247304"
"1","0.0","-0.0110853","0.00328157","-0.0180499","0.0193247"
"1","0.0","-0.0181572","0.00864201","-0.0174356","0.0118313"
"0","0.0","-0.00299643","-0.00791092","-0.0228893","0.03233"
"1","0.0","-0.0158364","0.00139798","-0.0163932","0.0194498"
"0","0.0","-0.00634685","-0.00562789","-0.0251946","0.0371969"
"1","0.0","-0.0117498","0.00386369","-0.0190616","0.0253905"
"0","0.0","-0.00115884","-0.00351063","-0.0213091","0.0281459"
"1","0.0","-0.010953","0.00503108","-0.0125275","0.0191931"
"0","0.0","-0.000876247","-0.000581717","-0.0191665","0.024128"
"1","0.0","-0.00951358","0.00715323","-0.0125193","0.0236689"
"2","0.0","0.00173876","-0.00133268","-0.0174994","0.0306102"
"0","0.0","0.00241025","-0.00406752","-0.0133735","0.0298297"
"2","0.0","-0.00295158","-0.00742768","0.000345914","0.0458239"
"0","0.0","0.00152586","-0.0047045","-0.00426579","0.0629713"
"1","0.0","-0.00756658","0.0162654","-0.0133286","0.0422476"
"0","0.0","0.0070608","0.00218003","-0.0120565","0.0326572"
"0","0.0","0.0179039","-0.000595949","-0.0147448","0.0274545"
"1","0.0","-0.000558151","0.00614514","0.000484564","0.0321733"
"0","0.0","0.013341","0.00917076","-0.0176967","0.021121"
"1","0.0","0.00424994","0.00415004","-0.00234167","0.0390399"
"0","0.0","0.0159478","0.00722836","-0.0165071","0.0224851"
"1","0.0","-0.00793295","0.0130127","-0.00279605","0.031546"
"1","0.0","-0.014615","0.0172201","-0.0131724","0.0280997"
"1","0.0","-0.00392516","0.00021119","-0.0200723","0.044018"
"0","0.0","-0.00437105","-0.0065583","-0.0154193","0.0459595"
"1","0.0","-0.00292885","-0.00103909","-0.0256703","0.0445608"
"0","0.0","-0.005647","-0.00787488","-0.0145277","0.0490928"
"1","0.0","-0.00556698","-0.00272152","-0.0234983","0.0374268"
"0","0.0","-0.0075059","-0.00961416","-0.0138851","0.046958"
"1","0.0","-0.00612613","-0.00368077","-0.024849","0.0418983"
"0","0.0","-0.00452674","-0.00629938","-0.0165415","0.0568423"
"1","0.0","-0.00205017","-0.000316799","-0.0216157","0.0336463"
"0","0.0","-0.00385408","-0.00544809","-0.00994605","0.0512034"
"1","0.0","-0.0017048","0.00214075","-0.0190983","0.0293573"
"1","0.0","-0.00257033","-0.00334538","-0.00967358","0.0550902"
"2","0.0","-0.00267213","-0.0041047","-0.00376664","0.0814145"
"0","0.0","0.000834529","-0.000158752","-0.00800337","0.0971396"
"0","0.0","0.00932525","-0.00582621","-0.0117728","0.0843668"
"1","0.0","0.0020024","0.00537795","-0.0121712","0.0758813"
"0","0.0","0.00473148","-0.00569643","-0.00432715","0.0680947"
"0","0.0","0.00476346","0.00212175","-0.0049082","0.0555713"
"1","0.0","0.004302","0.0065245","-0.00481598","0.0585771"
"2","0.0","0.0030854","0.0094317","-0.00628588","0.0556781"
"1","0.0","0.00238934","0.0089154","-0.00508474","0.0602707"
"1","0.0","0.00480911","0.00716077","-0.00333048","0.0674"
"0","0.0","0.0109239","0.00417597","-0.00694969","0.0804358"
"1","0.0","0.00289261","0.00883678","-0.00268016","0.0850565"
