"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0465267","-0.130694","0.00610194","1.64201"
"2","0.0","-0.0195662","-0.0502866","-0.000713199","1.98072"
"0","0.0","-0.0196942","-0.0376321","-0.0290099","2.22606"
"0","0.0","-0.0245328","-0.0359252","-0.0339994","2.40175"
"2","0.0","-0.0308693","-0.0403002","-0.0231118","2.50061"
"2","0.0","-0.0339248","-0.0421203","-0.0123302","2.55636"
"2","0.0","-0.0345201","-0.040311","-0.0048688","2.57932"
"2","0.0","-0.0122502","-0.00774887","-0.00143505","2.65591"
"0","0.0","-0.00678374","-0.00137898","0.00544165","2.67878"
"2","0.0","-0.00259538","0.00386075","0.0142904","2.69116"
"2","0.0","0.00347594","0.0100083","0.0117643","2.71941"
"0","0.0","0.0088429","0.0116559","0.0148261","2.7482"
"0","0.0","0.0177568","0.0120606","0.0254428","2.77528"
"2","0.0","-0.00149732","0.0217648","0.025668","2.79771"
"1","0.0","-0.0189792","0.0372606","0.0286577","2.82359"
"1","0.0","-0.012026","0.0389315","0.0351849","2.87343"
"2","0.0","-0.0705377","0.0514427","0.0697299","2.86525"
"1","0.0","-0.109939","0.0781284","0.0766669","2.8815"
"2","0.0","-0.0420924","-0.0230145","0.0548351","2.95152"
"2","0.0","-0.157876","-0.0945525","0.289428","2.76451"
"2","1.0","-0.149285","-0.125729","0.2951","2.80181"
"0","0.0","0.0365815","-0.0657896","0.000874778","2.06587"
"0","0.0","0.0176841","-0.0375188","-0.0149015","2.11212"
"0","0.0","0.0125513","-0.0546336","-0.00589167","2.14291"
"0","0.0","0.00461982","-0.0553983","-0.00838153","2.15461"
"0","0.0","-0.00130569","-0.0415403","-0.0244538","2.17891"
"0","0.0","0.00272944","-0.0473769","-0.0237411","2.20403"
"0","0.0","-0.00640268","-0.0460002","-0.0243007","2.22251"
"0","0.0","0.00118147","-0.0394112","-0.0282394","2.23564"
"0","0.0","-0.000233626","-0.0314033","-0.028915","2.25837"
"0","0.0","-0.000740033","-0.0388566","-0.0287025","2.2732"
"0","0.0","-0.00400194","-0.032218","-0.0187717","2.29896"
"0","0.0","0.00226878","-0.0299192","-0.0179575","2.31279"
"2","0.0","0.0059165","-0.0262822","-0.0107008","2.33039"
"1","0.0","0.0107724","-0.0202945","-0.0124058","2.32162"
"0","0.0","0.00322768","-0.0148017","-0.016112","2.29433"
"0","0.0","-0.000444565","-0.0135311","-0.0116418","2.30781"
"0","0.0","-0.00192757","-0.0244713","-0.0240934","2.31108"
"0","0.0","0.00628823","-0.0353591","-0.0180241","2.33099"
"0","0.0","0.00490276","-0.0250719","-0.0224086","2.32625"
"0","0.0","0.011462","-0.0311781","-0.0135218","2.33537"
"0","0.0","0.0340279","-0.0420351","-0.00732894","2.34512"
"0","0.0","0.0448752","-0.0596297","-0.00707282","2.34895"
"0","0.0","0.0291732","-0.0431585","-0.0112756","2.39869"
"0","0.0","0.0345725","-0.0390179","-0.0106235","2.41681"
"0","0.0","0.0489553","-0.0425828","-0.0100225","2.43628"
"0","0.0","0.0619279","-0.0420408","-0.000123439","2.46733"
"0","0.0","0.0824492","-0.0620724","0.000931063","2.47925"
"0","0.0","0.0753891","-0.0613706","0.00518286","2.52305"
"0","0.0","0.070742","-0.0369126","0.0104568","2.53158"
"2","0.0","0.0500095","-0.0262151","0.0228449","2.59782"
"0","0.0","0.0461635","-0.0372355","0.0299868","2.60535"
"0","0.0","0.0309479","-0.0192342","0.0166952","2.62025"
"2","0.0","0.00494919","-0.0104859","0.0234679","2.70671"
"0","1.0","0.0140201","-0.0214767","0.0140779","2.75255"
"0","0.0","0.0343081","0.00857977","-0.00583391","1.8448"
"0","0.0","0.0311307","-0.0197713","0.00737161","1.85428"
"1","0.0","0.0404905","-0.0359383","0.0144785","1.86953"
"0","0.0","0.0381649","-0.0348732","0.0103405","1.82664"
"0","0.0","0.0457055","-0.0403181","0.0135629","1.83509"
"0","0.0","0.0432047","-0.0380293","0.00799928","1.86033"
"0","0.0","0.0408784","-0.0204852","-0.00868884","1.89238"
"0","0.0","0.0413088","-0.0325698","0.00762062","1.91535"
"0","0.0","0.0391471","-0.0252355","0.00138777","1.96016"
"0","0.0","0.033999","-0.02695","0.000696353","1.99921"
"0","0.0","0.0147242","-0.00358539","0.00721334","2.04199"
"0","0.0","0.0408478","-0.01238","-0.00473816","2.05547"
