"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0508272","-0.0697941","0.0371169","0.73313"
"2","0.0","0.0149211","-0.0493031","0.0575502","0.862549"
"2","0.0","0.00643273","-0.0210965","0.0260147","0.879941"
"2","0.0","0.00668303","-0.0110426","0.00823952","0.908786"
"1","0.0","0.00623999","-0.0116559","0.0084758","0.920752"
"1","0.0","0.0067799","-0.0094563","0.00655177","0.914254"
"1","0.0","0.0086942","-0.00803839","0.00418211","0.910466"
"0","0.0","0.0144493","-0.0119989","0.000342466","0.910841"
"0","0.0","0.013863","-0.00801301","-0.00110402","0.929226"
"1","0.0","0.00464225","0.00909211","-0.0105095","0.922118"
"0","0.0","0.0174808","-0.0114539","0.000739366","0.91338"
"2","0.0","0.012709","-0.00948956","0.0016486","0.938077"
"1","0.0","0.00653809","-0.00453488","0.0069644","0.926565"
"1","0.0","0.00882777","-0.00392895","0.00379474","0.94061"
"0","0.0","0.0357394","-0.0296762","0.0041502","0.983662"
"1","0.0","-0.00635879","0.0171587","0.0195489","1.00663"
"2","0.0","-0.0259611","-0.0497964","0.0830977","1.044"
"2","0.0","-0.00886131","-0.0581608","0.072175","1.09592"
"2","0.0","-0.00806504","-0.0838097","0.119597","1.1318"
"2","0.0","-0.0619904","-0.100606","0.227355","1.1483"
"2","1.0","-0.0593458","-0.0992596","0.236508","1.11927"
"0","0.0","0.14749","-0.108079","0.011583","0.567641"
"0","0.0","0.190315","-0.121566","0.00681459","0.631032"
"0","0.0","0.142526","-0.116661","0.0499251","0.832984"
"0","0.0","0.128936","-0.0967389","0.0245241","0.909609"
"0","0.0","0.101946","-0.0735721","0.00788915","1.00434"
"0","0.0","0.0919543","-0.0657148","0.00259613","1.07594"
"0","0.0","0.055814","-0.0443658","-0.000801784","1.08892"
"0","0.0","0.0242186","-0.0185213","-0.0089933","1.11805"
"0","0.0","0.0163682","-0.016606","-0.011841","1.12977"
"0","0.0","0.00353768","-0.0116861","-0.00940197","1.14592"
"0","0.0","-0.0111471","-0.00914561","-0.00324668","1.1661"
"0","0.0","0.00196011","-0.0159768","-0.0061005","1.15479"
"0","0.0","-0.00913351","0.00723129","-0.00715212","1.1595"
"0","0.0","0.0104997","-0.0171227","0.00336198","1.15442"
"0","0.0","0.00276896","-0.00183089","0.000597561","1.15839"
"0","0.0","0.00516507","-0.0095005","0.00435691","1.17668"
"2","0.0","-0.00558643","0.00116766","0.00342336","1.19978"
"2","0.0","-0.00564992","0.000982953","0.000993112","1.20182"
"0","0.0","-0.00229102","-0.00210198","-1.47235e-05","1.20391"
"0","0.0","0.00860042","-0.0107788","-0.0070736","1.19832"
"2","0.0","-0.0163401","-0.00723298","0.0217776","1.20661"
"2","0.0","-0.00796586","0.00447919","0.00584575","1.20385"
"1","0.0","-0.018201","0.0174561","0.00473678","1.21396"
"0","0.0","0.0248167","-0.0145088","-0.00890116","1.18282"
"0","0.0","0.000861115","0.000353955","0.00593762","1.20703"
