"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0164473","-0.0894805","-0.00119042","1.56983"
"2","0.0","-0.0386744","-0.0199548","-0.00816034","1.90388"
"1","0.0","-0.0421758","-0.0154269","-0.0197235","2.13622"
"1","0.0","-0.0408504","-0.016849","-0.0270914","2.30775"
"1","0.0","-0.0404736","-0.0175242","-0.0279324","2.40048"
"2","0.0","-0.0437957","-0.020061","-0.0160849","2.45982"
"2","0.0","-0.045212","-0.0191273","-0.00645909","2.4825"
"2","0.0","-0.00629843","-0.00951734","0.00351426","2.57447"
"1","0.0","-0.00138618","-0.00539261","0.0157704","2.60972"
"0","0.0","0.0141657","-0.0069646","0.00700313","2.64279"
"0","0.0","0.0219044","-0.00902311","0.0134256","2.67597"
"0","0.0","0.0209735","0.0105163","0.0142158","2.7082"
"0","0.0","0.0260457","0.0111251","0.0269512","2.73605"
"2","0.0","0.00551846","0.0206316","0.0296322","2.7632"
"2","0.0","-0.0106992","0.0317382","0.0383683","2.78971"
"0","0.0","-0.00687514","0.0430504","0.0337194","2.80123"
"1","0.0","-0.0127376","0.0693049","0.019323","2.70926"
"1","0.0","-0.0439212","0.0951499","0.013734","2.69916"
"1","0.0","-0.0803727","0.103833","0.0623508","2.72383"
"0","0.0","-0.217091","0.337272","-0.0174984","2.62261"
"1","0.0","-0.0706944","0.130867","0.0127071","2.56509"
"2","0.0","-0.221314","0.0256836","0.263405","2.69514"
"2","0.0","-0.192112","-0.0153468","0.249129","2.74591"
"2","0.0","-0.155228","-0.0345518","0.221273","2.72398"
"2","0.0","-0.171042","-0.046647","0.252485","2.72812"
"2","1.0","-0.183739","-0.0702823","0.284072","2.73116"
"0","0.0","0.0386538","-0.0661769","0.00729652","2.02775"
"0","0.0","0.0176674","-0.0403866","-0.00484555","2.07951"
"0","0.0","0.0144387","-0.0593832","0.000363065","2.10218"
"0","0.0","0.00838991","-0.0603189","-0.00647528","2.13542"
"0","0.0","0.00889008","-0.0433061","-0.0305863","2.15594"
"0","0.0","0.0149901","-0.0533627","-0.0269509","2.17713"
"2","0.0","0.0139052","-0.0627933","-0.0152269","2.21688"
"0","0.0","0.0141167","-0.0502646","-0.016679","2.20144"
"0","0.0","0.013875","-0.0375861","-0.0188317","2.20458"
"0","0.0","0.0144659","-0.0334338","-0.0175746","2.2194"
"0","0.0","0.0169143","-0.0218993","-0.0193676","2.22713"
"0","0.0","0.0138633","-0.0129899","-0.0135973","2.23997"
"0","0.0","0.00645877","-0.0142491","-0.00381265","2.26646"
"0","0.0","0.00136747","-0.0116591","-0.00963711","2.28021"
"0","0.0","0.014062","-0.0187643","-0.0206545","2.29075"
"0","0.0","0.0130852","-0.0304441","-0.0113423","2.31772"
"0","0.0","0.0125538","-0.0398776","-0.0147029","2.32436"
"0","0.0","0.0173859","-0.0312848","-0.0110641","2.34146"
"0","0.0","0.0197415","-0.0225086","-0.0106227","2.35895"
"2","0.0","0.0393716","-0.0311811","-0.00956278","2.34224"
"0","0.0","0.0351432","-0.0199617","-0.00439425","2.32197"
"0","0.0","0.022857","0.00945632","-0.00262805","2.2923"
"0","0.0","0.0493633","-0.032289","0.00463494","2.2917"
