"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0536665","-0.0982975","-0.0117195","1.48689"
"2","0.0","-0.0351495","-0.0189637","0.00515978","1.83162"
"0","0.0","-0.0253875","-0.0184447","-0.0249986","2.02045"
"1","0.0","-0.0301699","-0.013331","-0.0325466","2.17056"
"2","0.0","-0.0393588","-0.0153436","-0.0217726","2.26402"
"2","0.0","-0.0443054","-0.018237","-0.0100847","2.31733"
"2","0.0","-0.0455477","-0.0180931","-0.00312568","2.33967"
"2","0.0","-0.0134922","-0.00164748","0.00285434","2.43942"
"2","0.0","-0.0041925","-0.00373153","0.0128659","2.47661"
"2","0.0","0.00194494","-0.00548072","0.0150897","2.52983"
"2","0.0","0.00398503","0.000991706","0.0103963","2.58856"
"2","0.0","0.00841234","-0.00694938","0.011953","2.62453"
"0","0.0","0.0105117","-0.00426032","0.0111485","2.65906"
"2","0.0","-0.000631631","0.0161484","0.0193157","2.69457"
"2","0.0","-0.00681336","0.0311048","0.0257965","2.73186"
"2","0.0","-0.00608132","0.021257","0.0387379","2.76363"
"2","0.0","-0.0465031","0.0342189","0.0404123","2.78495"
"2","0.0","-0.0815419","0.0512056","0.0470929","2.80491"
"2","0.0","-0.114589","0.0622876","0.0770191","2.79466"
"1","1.0","-0.21631","0.371406","-0.0796373","2.57501"
"2","0.0","0.00905508","-0.042917","0.031724","1.92451"
"0","0.0","0.0239465","-0.0587685","0.0194156","1.92832"
"0","0.0","0.00850433","-0.0362091","-0.00256","1.98791"
"0","0.0","0.0106121","-0.0493247","-0.00718077","1.99448"
"0","0.0","-0.00303913","-0.0546844","-0.0089883","2.02799"
"0","0.0","0.0098285","-0.0545114","-0.0331025","2.03557"
"0","0.0","0.00881378","-0.0605291","-0.0282546","2.05385"
"0","0.0","0.0156268","-0.0834283","-0.010763","2.14232"
"0","0.0","0.00739326","-0.0634419","-0.0159368","2.1639"
"0","0.0","0.00692585","-0.0497669","-0.0266672","2.21925"
"0","0.0","-0.00198348","-0.0474614","-0.0250751","2.2397"
"0","0.0","0.000873297","-0.0405579","-0.0279636","2.26319"
"0","0.0","0.00486836","-0.0485903","-0.0174137","2.29785"
"0","0.0","0.00439879","-0.0336741","-0.0173597","2.32156"
"0","0.0","0.0282296","-0.0484462","-0.0248423","2.31957"
"0","0.0","0.00422146","-0.0413235","-0.0218486","2.36008"
"0","0.0","0.0112624","-0.0405882","-0.0202326","2.36873"
"0","0.0","0.0261653","-0.0501021","-0.00992819","2.3888"
"0","0.0","0.0382574","-0.0503139","-0.0185543","2.39176"
"0","0.0","0.0389694","-0.04659","-0.000567719","2.43073"
"0","0.0","0.0544926","-0.0362154","-0.00145416","2.4594"
"2","0.0","0.0695759","-0.0502924","0.0105528","2.46705"
"2","0.0","0.0670648","-0.0390194","0.0230988","2.42904"
"0","0.0","0.0623456","-0.0291494","0.0324147","2.40586"
"0","0.0","0.0644657","-0.0054374","0.0140748","2.39249"
"2","0.0","0.0669253","-0.0335029","0.0328481","2.4181"
"2","0.0","0.0311059","0.00158601","0.0602008","2.36468"
"2","0.0","0.0296368","0.0123162","0.052571","2.39513"
"2","0.0","0.0263329","0.0145374","0.0510828","2.41981"
"2","0.0","0.0257227","0.0285235","0.0328408","2.43358"
"2","0.0","0.0238174","0.023484","0.033808","2.44872"
"0","0.0","0.0400224","0.00303761","0.0346481","2.42237"
"0","0.0","0.0504072","-0.019731","0.0359732","2.45785"
"0","0.0","0.0548797","-0.0233054","0.0254301","2.46211"
"0","0.0","0.0602563","-0.0350279","0.0350728","2.46397"
"0","0.0","0.0669311","-0.0415541","0.0453242","2.46808"
"0","0.0","0.0631823","-0.0190998","0.035661","2.48484"
"0","0.0","0.0602602","-0.00634643","0.0166891","2.52687"
"0","0.0","0.0434243","-0.000406859","0.013339","2.59033"
"2","0.0","0.00140797","0.0179377","0.00710324","2.63814"
"1","0.0","-0.00656968","0.0107963","-0.00247236","2.67292"
"0","0.0","0.00312877","0.00623739","-0.0132779","2.68877"
"2","0.0","-0.019398","0.00797383","-0.00327781","2.71808"
"2","0.0","-0.0107406","-0.00722904","-0.00744623","2.75209"
"2","0.0","-0.0110105","-0.0169892","-0.00122608","2.77059"
"2","0.0","-0.0107398","-0.025623","0.00341985","2.77842"
"2","1.0","-0.0113641","-0.0305397","0.00486859","2.78494"
"2","0.0","0.0263817","-0.0391419","0.020138","1.77782"
"0","0.0","0.0273521","-0.0336444","-0.000295459","1.78349"
"0","0.0","0.0353958","-0.0420772","-0.00180601","1.78332"
"0","0.0","0.0355999","-0.0348096","-0.00519858","1.78538"
"1","0.0","0.0393975","-0.0562792","0.0068084","1.82212"
"0","0.0","0.0385915","-0.0344389","-0.00962473","1.75645"
"0","0.0","0.0430333","-0.060616","0.00123773","1.79671"
"0","0.0","0.0428395","-0.0331427","-0.0184631","1.85086"
"0","0.0","0.0407833","-0.035923","-0.00878884","1.88214"
"0","0.0","0.0375397","-0.0336651","-0.00722911","1.93774"
"0","0.0","0.034085","-0.0318234","-0.000542541","1.97573"
"2","0.0","0.0359787","-0.0286604","-0.00274855","2.01874"
"2","0.0","0.0310188","-0.0228631","0.00196414","2.02315"
"2","0.0","0.0271502","-0.0177394","0.00382248","2.02031"
"0","0.0","0.0261875","-0.0113186","-0.00126373","2.01406"
"0","0.0","0.036828","-0.00974337","-0.00596873","1.98119"
"0","0.0","0.0370553","-0.00841612","-0.00964199","1.9768"
"0","0.0","0.0424142","-0.00971609","-0.00741664","1.98509"
"0","0.0","0.0433668","-0.0393442","0.00890177","2.01442"
