"ACTION","REWARD","A0","A1","A2","V"
"2","0.0","0.0661227","-0.0701745","0.0459874","1.23404"
"0","0.0","0.0676874","-0.0192284","0.0146013","1.46331"
"2","0.0","0.0487306","-0.0173369","0.0306877","1.57008"
"0","0.0","0.0421168","-0.000855182","0.00914409","1.67814"
"0","0.0","0.037756","0.000782559","0.00657274","1.74629"
"0","0.0","0.0368351","-0.000766961","0.0111164","1.78029"
"2","0.0","0.0371306","0.000397678","0.0149425","1.79268"
"2","0.0","0.0221887","8.68724e-05","0.0320482","1.82921"
"2","0.0","0.0243603","-0.00442458","0.0230262","1.85033"
"2","0.0","0.0283286","-0.00416931","0.00886864","1.867"
"0","0.0","0.0318663","-0.00463056","0.00257759","1.87546"
"1","0.0","0.0250722","-0.000367994","0.00182526","1.86866"
"1","0.0","0.0247849","0.00249464","0.00222952","1.86617"
"0","0.0","0.036238","0.00168308","-0.00511789","1.85153"
"1","0.0","0.0279162","0.00701251","0.00535844","1.85022"
"0","0.0","0.0421726","-0.0290118","0.0101893","1.85245"
"2","0.0","-0.00570837","-0.0145688","0.0237449","1.866"
"1","0.0","-0.0256399","0.000571824","0.0136152","1.88515"
"2","0.0","0.00334012","-0.0204412","-0.0109493","1.87184"
"2","0.0","-0.0379719","-0.0332211","0.0793151","1.80729"
"2","1.0","-0.0371322","-0.0474735","0.109112","1.7756"
"0","0.0","0.0536679","-0.00159132","-0.030643","0.953085"
"1","0.0","0.0391533","-0.00323087","-0.00112417","0.968284"
"1","0.0","0.0362584","0.00394346","-0.0179554","0.947496"
"0","0.0","0.0352377","-0.000519659","-0.011519","0.909003"
"0","0.0","0.0340391","-0.0107842","-0.0112378","0.931606"
"1","0.0","0.0350857","-0.0142836","-0.00820806","0.965362"
"1","0.0","0.0240489","0.0044631","-0.0137143","0.921471"
"0","0.0","0.0305446","-0.00606814","-0.0137421","0.93759"
"0","0.0","0.0226247","-0.0105372","-0.00379459","0.940849"
"1","0.0","0.0153659","-0.00093679","-0.00829628","0.973532"
"1","0.0","0.0178632","0.00134408","-0.0172687","0.952324"
"0","0.0","0.0253146","-0.0142998","-0.00961803","0.933382"
"0","0.0","0.0202208","-0.00963381","-0.00432877","0.942955"
"1","0.0","0.0102221","0.00101098","-0.00141818","0.955948"
"1","0.0","0.0181475","-0.00289384","-0.00830432","0.947475"
"2","0.0","0.0338882","-0.0253163","-0.00902635","0.930644"
"0","0.0","0.0350618","-0.0284925","-0.00674099","0.921316"
"2","0.0","0.0222127","-0.029027","0.0134234","0.932041"
"0","0.0","0.0224699","-0.0234424","0.0068251","0.945507"
"2","0.0","0.000829867","0.00603234","0.00994198","0.957504"
"1","0.0","0.02327","-0.0151217","-0.00250675","0.923664"
"0","0.0","0.021083","-0.0114221","-0.00497835","0.903979"
"1","0.0","0.0181365","-0.017317","0.0030357","0.903582"
"0","0.0","0.0161498","-0.00855019","-0.00746602","0.886963"
"0","0.0","0.0177973","-0.0168377","-0.00236807","0.895534"
"1","0.0","0.0235247","-0.0253451","-0.00972119","0.934528"
"0","0.0","0.020093","-0.00741819","-0.0155404","0.889798"
"0","0.0","0.0178712","-0.0130142","-0.00497174","0.920095"
"1","0.0","0.00226011","-0.00228869","-0.00503894","0.954347"
"0","0.0","0.015357","-0.009678","-0.0166173","0.954183"
"1","0.0","0.00180589","-0.00627565","-0.00708548","0.968283"
"0","0.0","0.00635766","-0.00414147","-0.0105919","0.963316"
"1","0.0","-9.61899e-05","-0.00208026","-0.00804629","0.971602"
"1","0.0","0.00716371","-0.00328702","-0.00940667","0.953721"
"0","0.0","0.0216825","-0.0189751","-0.0105249","0.947254"
"0","0.0","0.0166864","-0.0157109","-0.00835306","0.966025"
"2","0.0","0.00814433","-0.0150585","0.000338105","0.980856"
"0","0.0","0.0100432","-0.0110281","-0.00771894","0.988127"
"0","0.0","0.0222284","-0.0129223","-0.0107778","0.967623"
"0","0.0","0.0148763","-0.00844008","-0.00107897","0.965419"
"2","0.0","0.00243561","-0.00397738","0.00783739","0.95204"
"2","0.0","0.00430476","-0.00952714","-0.00182955","0.957785"
"0","0.0","0.00773223","-0.012072","-0.0118082","0.971907"
"0","0.0","0.0106705","-0.0146527","-0.0155592","0.978765"
"0","0.0","0.017589","-0.0272796","-0.0132609","0.981558"
"0","0.0","0.0101582","-0.0191637","-0.0129927","0.989152"
"0","0.0","0.00498463","-0.0210403","-0.013809","1.00694"
"0","0.0","0.0208703","-0.0170205","-0.0238136","0.975909"
"0","0.0","0.0212707","-0.0335165","-0.013728","1.01383"
"0","0.0","0.0309849","-0.0503436","-0.0186889","1.08229"
"0","0.0","0.03632","-0.0549162","-0.0318709","1.19533"
"0","0.0","0.050522","-0.0810761","-0.0251086","1.25565"
"0","0.0","0.0674684","-0.0818902","-0.0243037","1.32897"
"0","0.0","0.0671008","-0.0824139","-0.0268216","1.40057"
"0","0.0","0.0566635","-0.0635607","-0.0203892","1.44416"
"0","0.0","0.0647154","-0.0690509","-0.0120905","1.494"
"0","0.0","0.0478716","-0.0383089","-0.0207432","1.53327"
"0","0.0","0.0450114","-0.0448894","-0.0106426","1.49669"
"0","0.0","0.0448245","-0.00829","-0.0406955","1.43183"
"2","0.0","0.0615534","-0.0699373","0.0203539","1.61566"
"0","0.0","0.0669046","-0.056254","0.019573","1.63646"
"0","0.0","0.0437819","-0.0321201","0.0251866","1.64518"
"0","0.0","0.0151051","0.00420012","0.00464097","1.63746"
"1","0.0","0.00188959","0.0159409","-0.0136377","1.64275"
"0","0.0","0.0243151","-0.0159233","-0.00601641","1.62494"
