"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0558511","-0.062666","0.0238184","0.761044"
"0","0.0","0.022961","-0.0350461","0.0390864","0.878015"
"0","0.0","0.0120852","-0.014026","0.02016","0.899928"
"0","0.0","0.00884888","-0.0123613","0.0145022","0.930808"
"0","0.0","0.00919756","-0.0119668","0.0106963","0.931791"
"0","0.0","0.01196","-0.0121325","0.007137","0.924033"
"0","0.0","0.0145866","-0.013732","0.00623476","0.920164"
"0","0.0","0.0218859","-0.0125985","-0.00532619","0.930924"
"2","0.0","0.00609312","-0.0021249","0.00435502","0.93305"
"1","0.0","0.00704149","0.00033675","0.000291233","0.93022"
"0","0.0","0.0335007","-0.0238075","-0.00205151","0.947371"
"0","0.0","0.0200119","-0.000681135","-0.00947895","0.953865"
"0","0.0","0.0237501","0.00389857","-0.0164168","0.948174"
"2","0.0","0.0405915","0.0131349","-0.0349634","0.945263"
"1","0.0","0.0341432","0.0177294","-0.0118702","0.994408"
"2","0.0","0.0261059","0.00685363","0.0219743","1.0192"
"1","0.0","0.00858925","0.0352943","-0.0244161","0.995331"
"1","0.0","-0.0227851","0.0986313","-0.0580589","1.04788"
"2","0.0","-0.0445309","-0.0258537","0.109363","1.22214"
"1","1.0","-0.111583","0.165535","-0.0214064","1.28366"
"0","0.0","0.0912985","-0.0415316","-0.0459407","0.810053"
"0","0.0","0.13519","-0.0968126","0.00311698","0.881767"
"0","0.0","0.0755803","-0.0655668","0.0470709","1.02059"
"0","0.0","0.0518717","-0.0175823","0.013157","1.01662"
"0","0.0","0.0565223","-0.0321819","0.00620033","1.05654"
"2","0.0","0.0276666","-0.0182871","0.0194516","1.0787"
"2","0.0","0.0148","-0.00255047","0.00465637","1.06779"
"0","0.0","0.0236544","-0.00900513","-0.00658568","1.06207"
"0","0.0","0.0240094","-0.0160186","-0.00296094","1.06952"
"0","0.0","0.0277444","-0.0193039","-0.000885833","1.06527"
"1","0.0","0.0203339","-0.0125869","-0.00877079","1.07133"
"0","0.0","0.0293658","-0.0189493","-0.0112528","1.06038"
"2","0.0","0.020986","-0.0188377","-0.00467482","1.06228"
"2","0.0","0.0202854","-0.0196605","-0.00557324","1.05771"
"2","0.0","0.0213055","-0.0200364","-0.00750519","1.05283"
"2","0.0","0.00573287","-0.0117165","0.00693733","1.06066"
"2","0.0","0.00858129","-0.0099465","0.00377363","1.06098"
"2","0.0","0.0115978","-0.00939277","0.00322897","1.06207"
"0","0.0","0.012313","-0.00896315","0.00588982","1.06554"
"2","0.0","0.0280888","-0.0206887","0.0019317","1.07906"
"2","0.0","0.0252458","-0.0158477","0.00110257","1.0843"
"2","0.0","0.0228069","-0.0163493","0.00193308","1.08697"
"2","0.0","0.0221549","-0.0161861","-0.00113905","1.08822"
"2","0.0","0.0225635","-0.0153535","-0.00549576","1.08858"
"2","0.0","0.0223332","-0.0169789","-0.00542404","1.09081"
"1","0.0","0.0151156","-0.0114065","-0.00928451","1.07949"
"2","0.0","0.0174063","-0.0163464","-0.00735416","1.0801"
"2","0.0","0.0188761","-0.0170042","-0.00731387","1.08447"
"2","0.0","0.0191256","-0.017064","-0.00586027","1.08647"
"2","0.0","0.00862783","-0.0120575","0.00635139","1.08249"
"2","0.0","0.0102556","-0.00962397","0.00545503","1.07562"
"2","0.0","0.0114513","-0.0084165","0.00696084","1.07223"
"2","0.0","0.0117736","-0.00752116","0.00873086","1.07092"
"2","0.0","0.0381894","-0.0263542","0.00383032","1.09595"
"2","0.0","0.0353966","-0.0205199","0.00402343","1.1129"
"2","0.0","0.0320869","-0.0188771","0.00376107","1.11963"
"2","0.0","0.0316394","-0.0178664","-0.000320987","1.1236"
"1","0.0","0.0310859","-0.0173447","-0.00181415","1.12477"
"0","0.0","0.0356076","-0.0150899","-0.00513558","1.09187"
"2","0.0","0.0179119","-0.0105915","0.00260652","1.11197"
"2","0.0","0.0164492","-0.0109824","-0.00309135","1.09608"
"2","0.0","0.0185876","-0.0142282","-0.0046129","1.09217"
"2","0.0","0.0197983","-0.0164905","-0.00335691","1.09146"
"2","0.0","0.00902797","-0.0127213","0.00934119","1.08498"
