"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","0.0776119","-0.102657","0.0445858","1.20753"
"0","0.0","0.0201789","0.00765998","0.0192146","1.51658"
"2","0.0","0.00267435","0.0109665","0.0279958","1.60353"
"2","0.0","0.0067426","0.014666","0.0173419","1.67639"
"2","0.0","0.00287324","0.0183024","0.020482","1.71754"
"2","0.0","0.00358668","0.0221675","0.0203254","1.7315"
"2","0.0","0.00472751","0.0238181","0.0232147","1.73984"
"0","0.0","0.0157895","0.0256833","0.00871704","1.75852"
"0","0.0","0.0121726","0.0275111","0.00915148","1.76644"
"1","0.0","0.00171503","0.0319224","-0.000854463","1.76779"
"0","0.0","0.012068","0.0229752","0.00222655","1.78884"
"1","0.0","-8.7039e-05","0.0302805","0.00201983","1.79653"
"0","0.0","0.00843107","0.022262","0.0102315","1.80887"
"1","0.0","0.0039202","0.0364545","0.00523401","1.80073"
"0","0.0","0.0189143","0.0268088","0.0160268","1.85001"
"1","0.0","-0.00931334","0.0369798","0.0170754","1.83243"
"2","0.0","-0.00901609","0.0247464","0.0226811","1.90996"
"1","0.0","-0.0489716","0.0663877","0.0140662","1.97632"
"2","0.0","-0.0798028","-0.0085905","0.124598","1.99839"
"2","0.0","-0.123558","-0.0750293","0.319067","1.92903"
"2","1.0","-0.122403","-0.0688652","0.349468","1.93719"
"0","0.0","0.0805871","7.12798e-05","0.0101513","1.2753"
"0","0.0","0.0666664","-0.0246784","0.0425929","1.35747"
"0","0.0","0.0487049","-0.0179365","0.0260417","1.41469"
"0","0.0","0.0371435","-0.012412","0.00264611","1.42889"
"0","0.0","0.030768","-0.00931179","-0.0124265","1.44681"
"0","0.0","0.0284873","-0.0236624","-0.00610196","1.46005"
"0","0.0","0.0126383","-0.0127353","-0.00328817","1.46319"
"0","0.0","0.00333102","0.00402024","-0.0172386","1.48461"
"2","0.0","0.000355596","0.00149622","-0.0180062","1.49548"
"2","0.0","-0.00191057","-0.00310862","-0.01553","1.48869"
"0","0.0","0.000984602","-0.0103256","-0.0131329","1.50574"
"0","0.0","-0.00278959","-0.0110052","-0.0136274","1.52801"
"0","0.0","0.005625","-0.0190657","-0.0218292","1.52509"
"0","0.0","0.000234915","-0.0213198","-0.0142439","1.52243"
"0","0.0","-0.00634928","-0.0077724","-0.017116","1.5392"
"0","0.0","0.0019508","-0.0256986","-0.0151108","1.55384"
"0","0.0","-0.00436313","-0.0146324","-0.0138379","1.5787"
"0","0.0","0.0138908","-0.024663","-0.0205842","1.55698"
"0","0.0","0.00891028","-0.0155199","-0.0182172","1.57594"
"0","0.0","0.0041309","-0.0106187","-0.0127619","1.58559"
"1","0.0","-0.00188882","-0.00166038","-0.021046","1.58434"
"0","0.0","-0.00248084","-0.00345481","-0.0215526","1.56097"
"0","0.0","-0.000746443","-0.00209727","-0.0192412","1.575"
"0","0.0","0.0194153","-0.0302426","-0.00658722","1.64286"
"2","0.0","0.0325553","-0.0232616","-0.00757028","1.67159"
"0","0.0","0.0321233","-0.015361","-0.00379313","1.65523"
"0","0.0","0.037132","-0.0204904","0.00267287","1.6765"
"0","0.0","0.0450614","-0.00743577","-0.0112038","1.68876"
"0","0.0","0.0516263","-0.0193151","0.00691416","1.72061"
"2","0.0","0.0518534","-0.0144946","0.00166202","1.7387"
"0","0.0","0.0524902","-0.0149543","0.00366904","1.71358"
"0","0.0","0.0451852","-0.0261043","0.0201916","1.75421"
"0","0.0","0.0495919","-0.020788","-1.77955e-06","1.76966"
"0","0.0","0.0552625","-0.029024","-0.0108277","1.75015"
"2","0.0","0.0218447","-0.0100586","0.0280258","1.70627"
"0","0.0","0.0175799","0.00704516","0.0106272","1.72525"
"0","0.0","0.0217723","0.00805942","0.012805","1.72549"
"0","0.0","0.0422136","0.00782481","0.000455109","1.74999"
"2","0.0","0.0284438","0.0101009","0.0265167","1.74548"
"0","0.0","0.0294793","0.0206763","0.020013","1.75332"
"0","0.0","0.0557579","-0.012258","0.00952354","1.82769"
"0","0.0","0.0480519","-0.0180625","0.0230659","1.85415"
"0","0.0","0.0454292","-0.00817618","0.0185504","1.84507"
"0","0.0","0.0477263","-0.00276862","0.0285493","1.85705"
"0","0.0","0.0685734","-0.0157079","0.0384738","1.94359"
"0","0.0","0.0532925","0.00117314","0.0262618","2.03242"
"0","0.0","0.0446694","-0.00189138","0.0269083","2.0886"
"1","0.0","-0.0132807","0.0722743","0.00483798","2.13625"
"0","0.0","0.0248445","0.00717727","0.00608729","2.19543"
"1","0.0","-0.0420238","0.0498974","0.023705","2.27455"
"2","0.0","0.00569115","-0.0233294","0.00336558","2.40933"
"0","0.0","0.0238302","-0.0451362","0.0114057","2.4593"
"2","0.0","-0.0274165","0.00470991","0.0353127","2.47916"
"2","0.0","-0.033004","0.00855444","0.0426668","2.47048"
"2","1.0","-0.0282582","0.0167876","0.0346241","2.42884"
"0","0.0","0.0459954","-0.0266956","0.0242802","1.53914"
"0","0.0","0.0388972","-0.000282342","0.0166657","1.56525"
