"ACTION","REWARD","A0","A1","A2","V"
"0","0.0","-0.00264143","0.00528967","-0.00183322","-0.00257267"
"0","0.0","-0.00456169","0.00854538","-0.00278026","-0.00458948"
"0","0.0","-0.00597391","0.0105195","-0.00321985","-0.00617584"
"0","0.0","-0.00702313","0.0116935","-0.00338128","-0.00742645"
"0","0.0","-0.0078099","0.0123733","-0.00339985","-0.00841393"
"0","0.0","-0.00840504","0.0127523","-0.00335286","-0.00919454"
"0","0.0","-0.008859","0.0129511","-0.00328254","-0.00981211"
"0","0.0","-0.00925256","0.0131435","-0.00327085","-0.010338"
"0","0.0","-0.00943088","0.0129984","-0.00299179","-0.0108517"
"0","0.0","-0.00977583","0.0126169","-0.00288313","-0.0117511"
"0","0.0","-0.00952605","0.0126549","-0.00279113","-0.0123976"
"0","0.0","-0.00957943","0.0126482","-0.00269422","-0.0130457"
"0","0.0","-0.00991214","0.0127485","-0.00266311","-0.0130985"
"0","0.0","-0.00966788","0.0128596","-0.00309726","-0.0122343"
"0","0.0","-0.00985463","0.012892","-0.0028111","-0.0123344"
"0","0.0","-0.0100693","0.0125697","-0.00296052","-0.0113695"
"1","0.0","-0.00882638","0.0127612","-0.0040619","-0.0066083"
"0","0.0","-0.00824256","0.0129377","-0.00493653","-0.00280493"
"0","0.0","-0.00745623","0.0130238","-0.00520962","-0.00114196"
"0","0.0","-0.00677902","0.0134827","-0.00594662","0.000332771"
"0","0.0","-0.00611114","0.0133381","-0.00601953","0.00185544"
"0","0.0","-0.00568089","0.0134923","-0.00623947","0.00273337"
"0","0.0","-0.00564568","0.0138065","-0.00658043","0.00390429"
"0","0.0","-0.00578832","0.0137443","-0.00669339","0.00489419"
"0","0.0","-0.00573522","0.0141025","-0.00668475","0.00331674"
"0","0.0","-0.00559059","0.0139542","-0.00688911","0.00339442"
"0","0.0","-0.00526973","0.0139234","-0.00689544","0.00340095"
"0","0.0","-0.00499922","0.0137672","-0.00697673","0.0042692"
"2","0.0","-0.0049704","0.0140634","-0.00691186","0.00481948"
"0","0.0","-0.00493894","0.0142787","-0.00695635","0.00529278"
"0","0.0","-0.00480038","0.0143433","-0.006948","0.00563827"
"0","0.0","-0.00521069","0.0144845","-0.00679155","0.00495182"
"0","1.0","-0.00525797","0.0143573","-0.00722195","0.00471269"
"0","0.0","-0.00598185","0.0142628","-0.00425072","-0.00466666"
"0","0.0","-0.00675658","0.0145317","-0.0023186","-0.010281"
"0","0.0","-0.00729675","0.0149552","-0.001045","-0.0140026"
"0","0.0","-0.00819826","0.0150932","-0.000420546","-0.0166579"
"1","0.0","-0.00891583","0.0152283","0.00032291","-0.0176354"
"2","0.0","-0.00946355","0.015355","0.000472025","-0.0188763"
"2","0.0","-0.00989246","0.0146639","-0.000488","-0.0178404"
"0","0.0","-0.0100798","0.0140798","-0.00198494","-0.0160451"
"0","0.0","-0.0104001","0.0135371","-0.00278171","-0.0148978"
"0","0.0","-0.0104748","0.0131505","-0.0030931","-0.0141562"
"2","0.0","-0.0104693","0.013243","-0.00241068","-0.0148857"
"2","0.0","-0.010398","0.0132734","-0.00193242","-0.015423"
"2","0.0","-0.0102973","0.0132672","-0.00159905","-0.0158258"
"2","0.0","-0.0101872","0.0132414","-0.00136822","-0.0161322"
"2","0.0","-0.0100786","0.0132067","-0.00120951","-0.0163676"
"0","0.0","-0.00900542","0.0139101","-0.00331993","-0.00789367"
"0","0.0","-0.00804147","0.0138761","-0.00500412","-0.00297326"
"0","0.0","-0.00767479","0.0137849","-0.00581472","0.000534843"
"0","0.0","-0.00701489","0.0134181","-0.00595438","0.00145481"
"1","0.0","-0.00762794","0.0134624","-0.0033936","-0.00667871"
"0","0.0","-0.00816995","0.01356","-0.00175378","-0.0120073"
"1","0.0","-0.00863193","0.0139624","-0.000762559","-0.0152459"
"1","0.0","-0.00918971","0.0140678","-2.96246e-05","-0.0172947"
"0","0.0","-0.00994057","0.0143315","0.000243312","-0.0179943"
"1","0.0","-0.0103154","0.0143201","0.0006323","-0.0189106"
"1","0.0","-0.0106467","0.0136167","-0.000353224","-0.0173507"
"1","0.0","-0.0106074","0.0132229","-0.00186193","-0.0155971"
"1","0.0","-0.0107735","0.0128521","-0.00316817","-0.0147447"
"1","0.0","-0.0105748","0.0127807","-0.00406101","-0.0143755"
"1","0.0","-0.0108189","0.0129629","-0.00311923","-0.015337"
"1","0.0","-0.0111896","0.0131413","-0.002876","-0.0161615"
"1","0.0","-0.0114184","0.013099","-0.00291698","-0.0163015"
"1","0.0","-0.0115171","0.01304","-0.0026196","-0.0167999"
"1","0.0","-0.011538","0.0130295","-0.00240815","-0.0173418"
"1","0.0","-0.0103347","0.0135619","-0.00379986","-0.0110791"
"1","0.0","-0.00939363","0.0134291","-0.00529529","-0.0057897"
"1","0.0","-0.00866869","0.0134449","-0.00578984","-0.00250636"
"1","0.0","-0.00816013","0.0136109","-0.00616749","0.000626225"
"0","0.0","-0.00723127","0.0130371","-0.00615615","0.0022937"
"1","0.0","-0.00693188","0.013429","-0.00649094","0.00356805"
"1","0.0","-0.00621573","0.0130017","-0.0064264","0.00408686"
"1","0.0","-0.00605848","0.0129213","-0.00681997","0.00395977"
"1","0.0","-0.00588413","0.0130368","-0.0071848","0.0032084"
"1","0.0","-0.00559063","0.0135398","-0.00722301","0.00296705"
"1","0.0","-0.00570115","0.013708","-0.00727715","0.00292424"
"1","0.0","-0.00582827","0.0137488","-0.00728021","0.0035334"
"1","0.0","-0.00596659","0.0134991","-0.00720412","0.00447881"
"1","0.0","-0.00563559","0.0134403","-0.0072964","0.00449121"
"0","0.0","-0.00515889","0.0133535","-0.00736525","0.0044679"
"1","0.0","-0.00508014","0.0134384","-0.00734715","0.00447995"
"1","0.0","-0.00480443","0.0135152","-0.00730122","0.0043469"
"1","0.0","-0.00452198","0.0135579","-0.0071819","0.0038359"
"1","0.0","-0.0046123","0.0140289","-0.00706045","0.00294143"
"1","0.0","-0.00492021","0.0142314","-0.00722111","0.00345503"
"1","0.0","-0.00503719","0.0152326","-0.00762444","0.0071373"
"1","0.0","-0.00511371","0.0144873","-0.00738908","0.00754855"
"1","0.0","-0.00466093","0.0141418","-0.00740473","0.00597444"
"1","0.0","-0.00427376","0.0141409","-0.00712348","0.00422432"
"1","0.0","-0.00422847","0.0140929","-0.00683104","0.00315298"
"1","0.0","-0.00499279","0.014112","-0.00650194","0.00224625"
"1","0.0","-0.00487259","0.0141012","-0.00618473","0.00363576"
"1","0.0","-0.00475508","0.0140667","-0.00643002","0.00439936"
"1","0.0","-0.00433286","0.0138396","-0.00659327","0.00412128"
"1","0.0","-0.0040234","0.01431","-0.00668396","0.003632"
"1","0.0","-0.00413626","0.0142552","-0.00669951","0.0025621"
"1","0.0","-0.00425266","0.0143184","-0.00647155","0.00303031"
